,title,text,class
115,Раскрыт заговор для подсадки американцев на наркотики,"Американская фармацевтическая компания Purdue Pharma закрывала глаза на то, что ее препарат все чаще стал использоваться наркоманами. Об этом сообщается в закрытом отчете министерства юстиции 2006 года, который поступил в распоряжение New York Times. Речь идет о препарате Оксиконтин.",Мир
116,Привычные туалеты исчезнут из российских поездов,"Генеральный директор федеральной пассажирской компании Петр Иванов рассказал, что РЖД планирует убрать все туалеты гравитационного типа из поездов к 2025 году. По словам Иванова, к этому времени компания хочет закупить пять тысяч новых вагонов, оснащенных биотуалетами, кондиционерами, usb-порталами и розетками.",Путешествия
117,Тур Кубка чемпионата мира завершится в Москве,"Официальный партнер Международной федерации футбола (ФИФА) Coca-Cola завершит тур Кубка чемпионата мира в Москве. Церемония состоится 3 июня на Манежной площади. В ней примут участие представители компании Coca-Cola, бывший футболист сборной Германии Лотар Маттеус и посол чемпионата мира Ляйсан Утяшева.",Спорт
118,Китаец сунул руку в унитаз за смартфоном и застрял,"Житель китайского города Гуанчжоу, провинция Гуандун, попытался достать упавший телефон и застрял в напольном унитазе. На выручку пришли пожарные. Когда они прибыли, тот лежал на полу, а его рука по плечо ушла в сливное отверстие. Им пришлось использовать моющую жидкость, чтобы уменьшить трение, а затем разбить унитаз.",Из жизни
119,Киев шокировала мировая реакция на инсценировку убийства Бабченко,"Глава МВД Украины Арсен Аваков шокирован реакцией международных организаций на инсценировку СБУ убийства российского журналиста Аркадия Бабченко. «Мне удивительны заявления многих международных организаций, ""что это такое — дезинформировали общество"". Вы что, хотели, чтобы Бабченко был убит?» — отреагировал Аваков.",Бывший СССР
120,Россиянина оштрафовали за спрятанный труп,"В Татарстане мужчину оштрафовали за спрятанный труп. В мае прошлого года он стал свидетелем убийства, совершенного его знакомой. Во время ссоры женщина ударила сожителя ножом в грудь, отчего тот скончался на месте. На следующий день подсудимый помог подруге замыть следы крови на месте преступления.",Силовые структуры
121,Бабченко решил стать гражданином Украины,"Российский журналист Аркадий Бабченко принял решение принять гражданство Украины. «Разговор о том, чтобы помочь получить гражданство, был. Я не стал отказываться, скажу честно», — заявил журналист на конференции. Он также уточнил, что предложение поступило от представителя администрации президента Украины.",Интернет и СМИ
122,Uber защитит клиентов тревожной кнопкой,"Компания по заказу такси Uber анонсировала запуск новой функции в приложении, которая поможет пассажиру избежать нападений или сексуальных домогательств. Нажатие на тревожную кнопку автоматически соединит клиента с экстренными службами. Такая же кнопка будет разработана и для водителей такси.",Интернет и СМИ
123,Европа подготовила жесткий ответ США в торговой войне,"Евросоюз намерен открыть дело во Всемирной торговой организации в связи с решением США с 1 июня ввести пошлины на импорт стали и алюминия из европейских стран. Комиссар ЕС по внешней торговле Сесилия Мальмстрем заявила, что Брюссель готов на любые шаги для защиты рынка ЕС.<br />",Экономика
124,Полиция отобрала у наркоторговцев дорогие кроссовки,"Полиция графства Уилтшир, Великобритания, придумала новое наказание для наркоторговцев. При аресте у дилеров изымают дорогие дизайнерские кроссовки, таким образом лишая их того, ради чего они работали. На данный момент в центральном участке города Суиндона лежит более 100 пар конфискованных кроссовок.",Ценности
125,Зидан назвал главную причину ухода из «Реала»,"Бывший главный тренер мадридского «Реала» Зинедин Зидан прокомментировал решение покинуть испанский клуб. «Победа в чемпионате Испании в позапрошлом сезоне была моим лучшим моментом в ""Реале"". После трех сезонов сложно продолжать работать и сохранять мотивацию. В таком положении я и нашел себя», — заявил он.",Спорт
126,"Москвич с аутизмом пошумел на улице, попал в полицию и оказался в психбольнице","Московские полицейские задержали шумного молодого человека, два часа держали в отделении и вызвали врачей, которые отвезли его в психиатрическую больницу. Позднее выяснилось, что он инвалид и у него аутизм. Мужчина рассказал родителям, что в ОВД ему завязывали рот и душили.",Россия
128,Объяснено загадочное вымирание мужчин,"Ученые Стэнфордского университета (США) выяснили, почему семь тысяч лет назад начало резко снижаться генетическое разнообразие Y-хромосомы. Оказалось, что уменьшение числа способных к размножению мужчин произошло из-за борьбы между патрилинейными кланами. Результаты работы опубликованы в журнале Nature Communications.",Наука и техника
129,В США рассказали о последствиях для Украины после «убийства» Бабченко,"Инсценировка убийства российского журналиста Аркадия Бабченко грозит украинской власти серьезными последствиями, заявил бывший помощник заместителя главы Пентагона по вопросам Украины и Евразии и директор аналитического Центра Байдена при Пенсильванском университете Майкл Карпентер.",Бывший СССР
130,Туристов приучат к туалету,"В Амстердаме запустили новую кампанию Enjoy and Respect («Наслаждайся и уважай»), целью которой будет воспитать самых проблемных туристов. Так, например, если кто-то сходит в туалет в канал или выбросит мусор в неположенном месте, ему придется заплатить 140 евро (десять тысяч рублей).",Путешествия
131,Женщина залезла в канализацию ради спасения утят,"Жительница американского города Мемфис, штат Теннесси, спустилась в дождевую канализацию, чтобы спасти упавших туда утят.   Она ловила их одного за другим и передавала ожидающим сверху людям. Когда все восемь птенцов оказались на поверхности и вернулись к матери, она вылезла на тротуар.",Из жизни
132,Трамп объявил торговую войну Европе,"Президент США Дональд Трамп 1 июня введет тарифы на импорт стали и алюминия из стран Евросоюза, Канады и Мексики. Тарифы в отношении других стран американский президент ввел еще в марте — основным торговым партнерам же была дана отсрочка до конца мая. Однако за это время стороны не смогли прийти к соглашению.",Экономика
133,Названа сверхзадача на новый срок Путина,"Самой трудновыполнимой задачей из нового майского указа президента России Владимира Путина будет снижение уровня бедности в стране в два раза к 2024 году. По словам вице-премьера по соцполитике Татьяны Голиковой, ее исполнение зависит от темпов развития экономика страны.",Экономика
134,Появились подробности биографии заказчика покушения на Бабченко,"Киевский адвокат Евгений Солодко, представляющий интересы Бориса Германа, которого Служба безопасности Украины обвиняет в организации покушения на журналиста Аркадия Бабченко, рассказал о своем подзащитном. Герман — директор украинско-немецкого СП «Шмайсер» по производству оружия.",Интернет и СМИ
135,Отбор получателей президентских грантов назвали жестким,"Качество заявок на получение президентских грантов для некоммерческих организаций (НКО) улучшается, заявил первый замглавы Администрации президента РФ Сергей Кириенко. «Участники [конкурса] понимают, что экспертиза [проектов, претендующих на гранты] будет профессиональной, достаточно жесткой», — сказал он.",Россия
136,Подростка заставили выбирать между уроками и волосами,"Британского выпускника не допустили до занятий из-за прически, как у его любимого футболиста, Гарета Бэйла. Школьнику заявили, что такой стиль экстремален, и посоветовали распустить волосы, чтобы соответствовать уставу учебного заведения. Отстранение от занятий может негативно сказаться на результате экзамена.",Из жизни
137,Свиньи помогли инсценировать убийство Бабченко,"Для инсценировки убийства российского журналиста Аркадия Бабченко использовалась свиная кровь, также в операции участвовал гример. Об этом рассказал сам Бабченко. По словам журналиста, после инсценировки убийства его на машине скорой помощи увезли в морг, где он переоделся и начал смотреть новости.",Интернет и СМИ
138,Роналду поставили ультиматум,"Налоговая служба Испании потребовала от нападающего мадридского «Реала» Криштиану Роналду погасить долги до 15 июня. Португальца обязали выплатить 28 миллионов евро, которые включают в себя основной долг и штрафы. В период с 2011 по 2014 год Роналду задолжал испанской казне 14,7 миллиона евро.",Спорт
139,Моющие посуду в луже сотрудники ресторана попали на видео,"В Малайзии сотрудников одного из популярных ресторанов сняли на видео, моющими посуду в луже. После инцидента ресторан был закрыт санитарной службой, обнаружившей, что в нем не было нормальных раковин для мытья посуды. Сообщается, что до этого заведение каким-то образом проходило санитарно-эпидемиологический контроль.",Из жизни
140,Порошенко отказался капитулировать в Донбассе,"Идея о капитуляции Киева в вооруженном конфликте в Донецкой и Луганской областях Украины неприемлема, заявил президент Украины Петр Порошенко. Он пообещал, что «как верховный главнокомандующий будет делать все, чтобы в Украине наступил мир». «Но мир не означает сдать украинскую землю российскому врагу», — указал он.",Бывший СССР
141,Кириенко оценил доверие россиян активистам ОНФ,"Более половины россиян доверяют деятельности Общероссийского народного фронта (ОНФ), заявил первый заместитель руководителя администрации президента Сергей Кириенко. «ОНФ — это сегодня организация с лучшим в стране соотношением доверия и недоверия», — сказал он на заседании центрального штаба движения в Москве.",Россия
142,Малайзия сняла с России вину в уничтожении «Боинга» над Донбассом,"Россию нельзя считать виновной в уничтожении пассажирского «Боинга», потерпевшего крушение над Донбассом в 2014 году. Об этом сообщил министр транспорта Малайзии Энтони Лок. «Нет убедительных доказательств, позволяющих обвинить Россию на основе данных Совместной следственной группы», — сказал он.",Мир
143,Знаменитости предпочли дешевую бижутерию бриллиантам,"Знаменитости начали появляться в недорогих украшениях производителя бижутерии 8 Other Reasons, и фотографии с ними появились в официальном Instagram-аккаунте бренда. Среди любительниц дешевых ожерелий оказалась американская супермодель Белла Хадид. Ее сфотографировали в подвеске Kim стоимостью 17,5 доллара.",Ценности
144,Избившая гаишника модель Кира Майер разрыдалась в суде и попала в СИЗО,"Модель Киру Майер отправили в СИЗО за избиение сотрудника ГИБДД в Москве. «Сегодня в Москве суд удовлетворил ходатайство следователя и избрал меру пресечения в виде заключения под стражу 24-летней обвиняемой в применении насилия в отношении полицейского»‬, — рассказали в Следственном комитете.",Силовые структуры
145,Новый «Кортеж» Путина заметили на улицах Москвы,"На YouTube появилось видео с колонной автомобилей проекта «Кортеж», покидающей Кремль. На кадрах запечатлены один лимузин, два седана и пять минивэнов Aurus, которые сопровождали полицейские машины. Автором ролика, собравшего уже более 600 тысяч просмотров, стала девочка по имени Эмилия.",Экономика
146,Доказано превосходство «очкариков»,"Международная группа ученых показала на основе генетического анализа трехсот тысяч человек, что близорукость и ношение очков или контактных линз связаны с высоким уровнем общего интеллекта. При этом умные люди в меньшей степени страдают от сердечно-сосудистых заболеваний и живут дольше.",Наука и техника
147,Раскрыта личность предполагаемого организатора покушения на Бабченко,"В Шевченковский районный суд Киева поступило ходатайство об аресте подозреваемого в организации покушения на журналиста Аркадия Бабченко. Им оказался человек по имени Борис Львович Герман, его имя ранее не фигурировало в прессе. Германа подозревают в организации приготовления к террористическому акту.<br />",Интернет и СМИ
148,Подсчитаны потери Трампа за год,"Состояние президента США Дональда Трампа за год сократилось на 100 миллионов долларов и составило 2,8 миллиарда. Причиной этого называют, в частности, низкий спрос на аренду площадей в Trump Tower и Niketown в Нью-Йорке, а также падение доходов президента от гольф-индустрии.",Экономика
149,Россиянам раскроют «формулу смеха»,"В Москве состоится перформанс клоуна Джанго Эдвардса «Лаборатория радости». После концерта артист устроит публичную дискуссию, темой которой станет «формула смеха». «Смех — это средство для снятия напряжения, способ нашей нервной системы ликвидировать беспокойство, накопленное за день», — объяснил Эдвардс.",Культура
150,Бывший министр Улюкаев доехал до колонии,"Бывший министр экономического развития России Алексей Улюкаев, осужденный на восемь лет заключения за взятку, этапирован в колонию для отбытия наказания. Источник не уточнил название спецучреждения, эта информация сообщается только родственникам. Улюкаев признан виновным получении 2 миллионов дол",Силовые структуры
151,«Красного воробья» с Лоуренс в роли русской проститутки-шпионки высмеяли в СМИ,"В российский прокат вышел шпионский триллер «Красный воробей» с Дженнифер Лоуренс в главной роли. Отечественные СМИ раскритиковали ленту за обилие стереотипов о России. В фильме Лоуренс играет русскую балерину, которой приходится стать шпионкой, соблазняющей людей ради получения информации.",Культура
152,Назван преемник Зидана в «Реале»,Главный тренер лондонского «Тоттенхэма» Маурисио Почеттино является основным претендентом на пост наставника мадридского «Реала» после ухода Зинедина Зидана. Контракт аргентинского специалиста с лондонским клубом рассчитан до 2023 года. В минувшем сезоне «шпоры» заняли третье место в чемпионате Англии.,Спорт
153,Киев нашел новую опорную точку для противостояния «российской агрессии» в Крыму,"Украине следует разместить в городе Геническ Херсонской области, расположенном недалеко от границы с Крымом, базу морской охраны, военно-морских сил и других силовых структур, считает постоянный представитель президента Украины в Крыму (приемная находится в Киеве) Борис Бабин.",Бывший СССР
154,Развенчан миф о крахе Европы,"СЕО ​Morgan Stanley Джеймс Горман назвал нелепостью заявления инвестора и финансиста Джорджа Сороса о том, что Европа столкнется с неизбежной «экзистенциальной» угрозой в виде полномасштабного финансового кризиса. Однако банкир отметил, что инвесторам лучше следить за ситуацией на рынках.",Экономика
155,Беспокойный гусь прервал бейсбольный матч и врезался в табло,"В США игру в бейсбол неожиданно прервал залетевший на стадион гусь, врезавшийся в табло со счетом. Птица сделала несколько кругов вокруг поля, а, когда ее попытались прогнать, от испуга влетела в табло и упала на трибуны. Гуся немедленно подобрали и выпустили сотрудники стадиона. Они уверяют, что птица не пострадала.<br />",Из жизни
156,В Дании запретили паранджу,В Дании женщинам запретят закрывать лицо на публике. Такое решение большинством голосов принял парламент страны. Первое нарушение будет караться штрафом в размере 134 евро. За четыре и больше нарушения будет грозить штраф 1340 евро. В Дании впервые о таком запрете заговорили в 2009 году.,Мир
157,Накачанного кота-мутанта превратили в героя популярных фильмов,"Пользователи сети принялись обсуждать кота с необычным телосложением, который напоминает бодибилдера. Люди принялись вырезать его тело и вставлять в стоп-кадры из различных культовых кинофильмов. Например, шутники поместили питомца в декорации картин «Парк Юрского периода» и «Охотники за привидениями».",Интернет и СМИ
158,Название остановки «Чижи» написали через «ы»,"В Кирове название автобусной остановки «Малые Чижи» написали через «жы». Табличку с опечаткой, предположительно, сделали в типографии. Ранее фотография с ошибкой в названии остановки попала в сеть. Автор снимка отметил, что создатели таблички не учили правило «жи-ши» в начальной школе.",Россия
159,Расследование массового изнасилования россиянки с аутизмом возобновили,"В Северной Осетии возобновлено уголовное дело об изнасиловании девушки с расстройством аутистического спектра. Ранее стало известно, что 18-летнюю на протяжении четырех месяцев насиловали многочисленные жители Владикавказа, однако следователь решил, что все было по обоюдному согласию.",Россия
160,Порошенко увидел руку Бога в обретении безвизового режима с Евросоюзом,"Обрести безвизовый режим с Европейским союзом Украине помог Господь Бог, считает президент Украины Петр Порошенко. Также он обозначил направление, в котором пойдет Украина. «Ключевая позиция всего украинского народа — сказать окончательное ""прощай"" Советскому Союзу и никогда туда не возвращаться», — указал Порошенко.",Бывший СССР
161,Названы сроки создания АПЛ «Хаски» с гиперзвуковыми ракетами «Циркон»,"Первую АПЛ «Хаски», оснащенную гиперзвуковыми ракетами «Циркон», построят до конца 2027 года, сообщил ТАСС источник в российском оборонно-промышленном комплексе. По его словам, результаты уже проведенных научно-исследовательских работ по проектированию субмарины «признаны неудовлетворительными».",Наука и техника
162,Президент «Реала» прокомментировал уход Зидана,"Президент мадридского «Реала» Флорентино Перес прокомментировал решение Зинедина Зидана покинуть пост главного тренера команды. «Это грустный день для меня, болельщиков и футболистов. Я хотел, чтобы он остался навсегда, хотел убедить его в этом. Но я понимаю, что это его окончательное решение», — заявил Перес.",Спорт
163,России предложили отказаться от ВВП,"Экономисты предложили отказаться от использования показателя валового внутреннего продукты как главного индикатора экономического развития государства. По их мнению, расчет ВВП имеет большие недостатки и, в частности, не позволяет правильно оценить уровень благосостояния населения.",Экономика
164,Российскую бутылку воды приняли за лупу,"Петербургские журналисты проверили бутылку воды «Святой источник», выпущенную к чемпионату мира по футболу. Оказалось, что выбранная производителем форма в виде футбольного мяча наиболее огнеопасна, так как она представляет собой линзу, что в случае оставления бутылки на солнце может привести к пожару.",Интернет и СМИ
165,Румыния помогала США пытать заключенных,"Европейский суд по правам человека (ЕСПЧ) в Страсбурге обязал Румынию выплатить 100 тысяч евро саудовцу Абд аль-Рахиму аль-Насири, который подвергался пыткам в секретной тюрьме ЦРУ на территории Бухареста. Суд постановил, что страна виновна в нарушении прав человека и потребовал провести расследование.",Мир
166,Три торнадо окружили фермера в застрявшем грузовике,"Фермер и трое работников были в поле недалеко от населенного пункта Коуп, штат Колорадо, когда погода стала быстро портиться. Они бросились к своему грузовику, но машина увязла в песке. Пока они пытались стронуть ее с места, перед ними появился торнадо. Еще два показались с другой стороны.",Из жизни
167,Организаторы музыкального фестиваля предупредили о смертоносном наркотике,"Организаторы британского музыкального фестиваля Parklife предупредили посетителей об опасной таблетке экстази под названием «Каратель» после смерти двух молодых людей на Mutiny Festival. Они указали, что прием наркотика может привести к смерти. На таблетке напечатан символ Карателя, антигероя из вселенной Marvel.",Культура
168,Путин поставил задачу спецслужбам,"Президент России Владимир Путин поставил перед органами госбезопасности задачу уделить особое внимание выявлению законспирированных террористических ячеек. «Большой комплекс задач стоит сегодня перед сотрудниками ФСБ России, прежде всего в сфере противодействия терроризму», — сказал глава государства.",Россия
169,На самом длительном авиарейсе побили рекорд скорости,"Самый длительный беспосадочный авиарейс из австралийского города Перт в Лондон, запущенный авиакомпанией Qantas в марте, побил свой собственный рекорд скорости. Рекордное время перелета на Boeing 787-9 Dreamliner составило 16 часов 29 минут, хотя по плану он должен был длиться 17 часов.",Путешествия
170,Литва отказалась понимать «воскрешение» Бабченко,"Министр иностранных дел Литвы Линас Линкявичюс не понимает инсценировку убийства в Киеве российского журналиста Аркадия Бабченко. «Я не понимаю таких спецопераций, это для меня непостижимо», — указал Линкявичюс. «Единственная хорошая новость во всей этой истории та, что он жив», — заметил он.",Бывший СССР
171,Принцу Гарри и его жене запретили принимать подарки от брендов,"Принцу Гарри и его жене Меган Маркл придется вернуть многочисленные подарки, которые они получили от брендов на свадьбу. В Кенсингтонском дворце существует строгий регламент, описывающий вещи, которые дозволено дарить членам королевской семьи. Если подарок не соответствует правилам, его возвращают отправителю.",Ценности
172,Летчик-испытатель рассказал о преимуществах Су-57,"Уровень совершенства, аэродинамические характеристики и возможности у перспективного российского многофункционального истребителя пятого поколения Су-57 выше, чем у зарубежных машин, заявил в интервью Пятому каналу летчик-испытатель и эксперт в области авиации Анатолий Кнышов.",Наука и техника
173,Самая сексуальная керлингистка открестилась от съемок в мужских журналах,"Российская керлингистка Анастасия Брызгалова заявила, что никогда не снималась для мужских журналов и не собирается этого делать. «Я сразу отказываюсь. Даже условия не узнавала. Такое — точно нет», — сказала спортсменка. Брызгалова призналась, что ей часто пишут поклонники. «У меня муж есть», — подытожила она.<br /><br />",Спорт
174,Зидан ушел из «Реала»,"Главный тренер мадридского «Реала» Зинедин Зидан принял решение покинуть клуб. Об этом французский специалист сообщил на специальной пресс-конференции. В ней принял участие президент сливочных Флорентино Перес. «Команде, чтобы она продолжила побеждать, нужны перемены, новый подход и рабочие методики», — пояснил Зидан.",Спорт
175,Самые пухлые звери Великобритании похудеют на скорость,"В Великобритании пройдет соревнование по похудению толстых домашних животных. В конкурсе участвует 13 зверей, общий вес которых составляет 201 килограмм. Среди участников этого года семь собак, пять кошек и одна крыса. Ветеринары посадят питомцев на строгую шестимесячную диету и заставят регулярно тренироваться.",Из жизни
176,Депутат признался в нищете после взлета цен на бензин,"Депутат Заксобрания Камчатки Михаил Пучковский заявил, что из-за высоких цен на бензин вынужден пересесть на коня. Он потребовал организовать место для привязи животного у здания камчатского правительства. Парламентарий отметил, что живет исключительно на пенсию и поездки на автомобиле стали ему не по карману.",Экономика
177,Худрука театра имени Пушкина задержали за растрату,"В Москве задержан художественный руководитель Московского драматического театра имени Пушкина Евгений Писарев. Его подозревают в растрате бюджетных средств, выделенных театру, на оплату своего штрафа. Сумма предполагаемого ущерба составила 15 тысяч рублей. В отношении Писарева возбуждено уголовное дело.",Культура
178,Посоветовавший России заткнуться британский министр сорвал телеэфир,Министр обороны Великобритании Гэвин Уильямсон вывел из себя ведущего британского утреннего шоу Good Morning Britain. Журналист Ричард Мэдли несколько раз настойчиво задавал вопрос министру по поводу его совета для России «отойти и заткнуться». Уильямсон беседовал со студией по видеосвязи.,Интернет и СМИ
179,Первый молдавский вор в законе Гылка потерял титул и стал мигрантом-нелегалом,"Бывший вор в законе 55-летний Петру Садник, известный в криминальных кругах, как Гылка, Попович или Мику, депортирован из Германии в Молдавию по решению Мюнхенского суда. Он был задержан в Мюнхене в марте этого года за нелегальное проживание на территории Германии, где он находился в течение последних трех лет.",Силовые структуры
180,ЕСПЧ признал наличие секретных тюрем ЦРУ в Литве,"Европейский суд по правам человека (ЕСПЧ) в Страсбурге объявил, что на территории Литвы в 2005-2006 годах действительно находилась секретная тюрьма ЦРУ. ЕСПЧ обязал страну выплатить 130 тысяч евро компенсации саудовцу Абу Зубайде, который находится в заключении в американской тюрьме Гуантанамо.",Мир
181,Случай признали единственным ресурсом сборной России на домашнем ЧМ,"Футбольный комментатор Василий Уткин подвел итоги товарищеского матча сборной России с австрийцами. «С критикой и требованиями вы опоздали. Еще пару недель назад можно было надеяться что-то изменить. Единственным оставшимся ресурсом сборной России на чемпионате мира остается случай», — отметил Уткин.",Спорт
182,Наряды героини «Красотки» обрели популярность 28 лет спустя,"Аналоги нарядов персонажа Джулии Робертс из голливудского кинофильма «Красотка» начали появляться в магазинах современных брендов через 28 лет после выхода мелодрамы на экраны. Например, красное бальное платье, подаренное перед походом в оперу бизнесменом Эдвардом, можно купить у Coast за 93 доллара.",Ценности
183,Собчак назвала свою политическую цель,"Главная цель новой политической единицы Партии перемен политиков Ксении Собчак и Дмитрия Гудкова — вхождение в Госдуму в 2021 году, заявила Собчак. «Давайте тоже понимать, что нам пока некуда торопиться. Наша главная цель — это вхождение партии в Госдуму, эти выборы состоятся через три года», — сказала она.",Россия
